CityId,City,Latitude,Longitude,TimeZone,Country,Region
42231,Herat,34.333,62.2,+04:30,Afghanistan,Herat
5976,Kabul,34.517,69.183,+04:50,Afghanistan,Kabol
42230,Mazar-e Sharif,36.7,67.1,+4:30,Afghanistan,Balkh
42412,Korce,40.6162,20.7779,+01:00,Albania,Korce
5977,Tirane,41.333,19.833,+01:00,Albania,Tirane
5978,Algiers,36.763,3.051,+01:00,Algeria,Alger
5981,Skikda,36.879,6.907,+01:00,Algeria,Constantine
5980,Oran,35.691,-0.642,+01:00,Algeria,Oran
42211,Ouled Djellal,34.417,5.067,+01:00,Algeria,Biskra
3786,Mascara,35.394,0.14,+01:00,Algeria,Mascara
5979,Annaba,36.9,7.767,+01:00,Algeria,Skikda
4962,Pago Pago,14.27,-170.7,-11:00,American Samoa,Eastern Tutuila
12604,Andorra La Vella,42.5,1.517,+01:00,Andorra,Andorra la Vella
12605,Escaldes,42.5,1.533,+01:00,Andorra,Escaldes-Engordany
42076,Benguela,-12.58,13.408,+01:00,Angola,Benguela
42078,Sumbe,-11.2,13.833,+01:00,Angola,Cuanza Sul
42077,Lubango,-14.917,13.5,+01:00,Angola,Huila
42079,Luanda,-8.838,13.234,+01:00,Angola,Luanda
5982,Luanda,-7.05,14.817,+01:00,Angola,Uige
41936,The Valley,18.217,-63.05,-04:00,Anguilla,Anguilla
12976,Molodesjnaja,0,0,+00:00,Antarctica,Enderby Land
15188,Reading,0,0,+00:00,Antarctica,Enderby Land
14699,McMurdo Station,-77.91,166.65,+00:00,Antarctica,Ross Island
5983,Saint Johns,17.117,-61.85,-04:00,Antigua and Barbuda,Saint John
16724,Falmouth,17.017,-61.783,-04:00,Antigua and Barbuda,Saint Paul
3338,Bahia Blanca,-38.717,-62.283,-03:00,Argentina,Buenos Aires
17032,Berazategui,-34.767,-58.217,-03:00,Argentina,Buenos Aires
13655,Caseros,-34.6,-58.55,-03:00,Argentina,Buenos Aires
13393,Castelar,-34.667,-58.667,-03:00,Argentina,Buenos Aires
12269,Chacabuco,-34.642,-60.474,-03:00,Argentina,Buenos Aires
17465,Ezeiza,-34.85,-58.533,-03:00,Argentina,Buenos Aires
13417,Haedo,-34.633,-58.6,-03:00,Argentina,Buenos Aires
17267,Jose Leon Suarez,-34.533,-58.583,-03:00,Argentina,Buenos Aires
3343,La Plata,-34.931,-57.949,-03:00,Argentina,Buenos Aires
14000,Lomas De Zamora,-34.767,-58.4,-03:00,Argentina,Buenos Aires
13463,Mar del Plata,-38,-57.55,-03:00,Argentina,Buenos Aires
15460,Miramar,-38.267,-57.85,-03:00,Argentina,Buenos Aires
3347,Pinamar,-37.117,-56.833,-03:00,Argentina,Buenos Aires
15560,Ramos Mejia,-34.633,-58.567,-03:00,Argentina,Buenos Aires
15756,Salto,-34.299,-60.242,-03:00,Argentina,Buenos Aires
3349,San Clemente del Tuyú,-36.367,-56.717,-03:00,Argentina,Buenos Aires
15483,San Isidro,-34.45,-58.5,-03:00,Argentina,Buenos Aires
12112,San Martin,-34.567,-58.533,-03:00,Argentina,Buenos Aires
16681,Tres Arroyos,-38.383,-60.283,-03:00,Argentina,Buenos Aires
13255,Turdera,-34.783,-58.4,-03:00,Argentina,Buenos Aires
15358,Puerto Madryn,-42.767,-65.05,-03:00,Argentina,Chubut
5996,Trelew,-43.25,-65.3,-03:00,Argentina,Chubut
3340,Cordoba,-31.4,-64.183,-03:00,Argentina,Cordoba
5989,Marcos Juárez,-32.7,-62.1,-03:00,Argentina,Cordoba
14678,Rio Tercero,-32.183,-64.1,-03:00,Argentina,Cordoba
15207,Villa María,-32.417,-63.25,-03:00,Argentina,Cordoba
42082,Corrientes,-27.467,-58.833,-03:00,Argentina,Corrientes
5991,Paso de los Libres,-29.717,-57.083,-03:00,Argentina,Corrientes
14391,Buenos Aires,-34.613,-58.47,-03:00,Argentina,Distrito Federal
5986,Concordia,-31.4,-58.033,-03:00,Argentina,Entre Rios
3341,Crespo,-32.033,-60.317,-03:00,Argentina,Entre Rios
5987,Gualeguaychu,-33.01,-58.514,-03:00,Argentina,Entre Rios
3346,Paraná,-31.733,-60.533,-03:00,Argentina,Entre Rios
5994,San Rafael,-24.117,-64.4,-03:00,Argentina,Jujuy
15317,Santa Rosa,-36.617,-64.283,-03:00,Argentina,La Pampa
3344,Luján de Cuyo,-33.05,-68.867,-03:00,Argentina,Mendoza
5988,Malargüe,-35.467,-69.583,-03:00,Argentina,Mendoza
5990,Mendoza,-32.883,-68.817,-03:00,Argentina,Mendoza
15845,Cipolletti,-38.933,-67.983,-03:00,Argentina,Neuquen
3345,Neuquen,-38.95,-68.067,-03:00,Argentina,Neuquen
5984,Bariloche,-41.15,-71.3,-03:00,Argentina,Rio Negro
3342,General Roca,-39.05,-67.533,-03:00,Argentina,Rio Negro
42377,Resistencia,-40.8097,-63.0037,-03:00,Argentina,Rio Negro
41988,Salta,-24.79,-65.41,-03:00,Argentina,Salta
41923,San Juan,-31.538,-68.536,-03:00,Argentina,San Juan
3348,Rio Cuarto,-33.133,-64.35,-03:00,Argentina,Santa Cruz
5985,Ceres,-29.883,-61.95,-03:00,Argentina,Santa Fe
5992,Reconquista ,-29.15,-59.65,-03:00,Argentina,Santa Fe
5993,Rosario,-32.951,-60.666,-03:00,Argentina,Santa Fe
3351,Santa Fe,-31.633,-60.7,-03:00,Argentina,Santa Fe
15727,Suardi,-30.533,-61.967,-03:00,Argentina,Santa Fe
5995,Santiago del Estero,-27.783,-64.267,-03:00,Argentina,Santiago del Estero
16713,Ushuaia,-54.8,-68.3,-03:00,Argentina,Antartida e Islas del Atlan Tierra del Fuego
3350,San Miguel de Tucuman,-26.817,-65.217,-03:00,Argentina,Tucuman
3335,Vanadzor,40.8,44.49,+04:00,Armenia,Lorri
3333,Gyumri,40.7916,43.83,+04:00,Armenia,Shirak
3334,Spitak,40.7955,44.27,+04:00,Armenia,Shirak
3336,Yerevan,40.1833,44.5,+04:00,Armenia,Yerevan
5998,Oranjestad,12.517,-70.033,-04:00,Aruba,Aruba
14794,Ascot Vale,-37.783,144.917,+10:00,Australia,Victoria
18109,Bacchus Marsh,-37.683,144.45,+10:00,Australia,Victoria
14423,Bairnsdale,-37.833,147.617,+10:00,Australia,Victoria
12983,Ballarat,-37.567,143.85,+10:00,Australia,Victoria
42314,Bayswater,-37.85,145.267,+10:00,Australia,Victoria
11780,Bendigo,-36.767,144.283,+10:00,Australia,Victoria
3367,Berwick,-38.033,145.35,+10:00,Australia,Victoria
18666,Boolarra,-38.383,146.267,+10:00,Australia,Victoria
15751,Bright,-36.75,146.967,+10:00,Australia,Victoria
6005,Cape Otway,-38.85,143.517,+10:00,Australia,Victoria
16539,Castlemaine,-37.067,144.217,+10:00,Australia,Victoria
3372,Chelsea,-38.05,145.117,+10:00,Australia,Victoria
12187,Cheltenham,-37.969,145.048,+10:00,Australia,Victoria
12335,Cobram,-35.917,145.65,+10:00,Australia,Victoria
17087,Dandenong,-37.983,145.2,+10:00,Australia,Victoria
15332,Deer Park,-37.767,144.783,+10:00,Australia,Victoria
12768,Diamond Creek,-37.667,145.15,+10:00,Australia,Victoria
13653,Echuca,-36.133,144.75,+10:00,Australia,Victoria
18601,Eltham,-37.733,145.15,+10:00,Australia,Victoria
16049,Frankston,-38.133,145.117,+10:00,Australia,Victoria
12310,Geelong,-38.158,144.35,+10:00,Australia,Victoria
18860,Hamilton,-37.75,142.033,+10:00,Australia,Victoria
11871,Hawthorn,-37.833,145.033,+10:00,Australia,Victoria
17056,Horsham,-36.717,142.2,+10:00,Australia,Victoria
13549,Hurstbridge,-37.65,145.217,+10:00,Australia,Victoria
42067,Maryborough,-37.05,143.75,+10:00,Australia,Victoria
1225,Melbourne,-37.817,144.967,+10:00,Australia,Victoria
3390,Mildura,-34.2,142.15,+10:00,Australia,Victoria
3392,Moe,-38.167,146.267,+10:00,Australia,Victoria
15762,Mooroolbark,-37.783,145.3,+10:00,Australia,Victoria
15960,Mornington,-38.217,145.033,+10:00,Australia,Victoria
13899,Morwell,-38.233,146.4,+10:00,Australia,Victoria
15898,Narre Warren,-38.033,145.3,+10:00,Australia,Victoria
18602,Newstead,-37.117,144.067,+10:00,Australia,Victoria
16937,Noble Park,-37.967,145.167,+10:00,Australia,Victoria
42930,Northcote,-37.7689,144.998,+10:00,Australia,Victoria
15886,Nunawading,-37.817,145.167,+10:00,Australia,Victoria
15576,Portland,-38.333,141.6,+10:00,Australia,Victoria
12876,Prahran,-37.85,145,+10:00,Australia,Victoria
12275,Preston,-37.75,145.017,+10:00,Australia,Victoria
42210,Red Cliffs,-34.317,142.183,+10:00,Australia,Victoria
6010,Sale,-38.1,147.067,+10:00,Australia,Victoria
3396,Shepparton,-36.383,145.4,+10:00,Australia,Victoria
18679,Sorrento,-38.317,144.733,+10:00,Australia,Victoria
13453,South Yarra,-37.833,144.983,+10:00,Australia,Victoria
17052,Sunbury,-37.583,144.733,+10:00,Australia,Victoria
17248,Sunshine,-37.783,144.833,+10:00,Australia,Victoria
16988,Swan Hill,-35.35,143.567,+10:00,Australia,Victoria
15767,Traralgon,-38.183,146.533,+10:00,Australia,Victoria
15899,Wangaratta,-36.367,146.333,+10:00,Australia,Victoria
12609,Warrnambool,-38.383,142.483,+10:00,Australia,Victoria
6030,Wilsons Promontory,-38.65,146.183,+10:00,Australia,Victoria
15429,Wodonga,-36.117,146.883,+10:00,Australia,Victoria
14790,Burnie,-41.067,145.917,+10:00,Australia,Tasmania
3371,Campbell Town,-41.917,147.5,+10:00,Australia,Tasmania
18717,Claremont,-42.783,147.25,+10:00,Australia,Tasmania
12087,Devonport,-41.167,146.35,+10:00,Australia,Tasmania
6012,George Town,-41.1,146.833,+10:00,Australia,Tasmania
18727,Glenorchy,-42.833,147.283,+10:00,Australia,Tasmania
1226,Hobart,-42.917,147.333,+10:00,Australia,Tasmania
6017,Launceston,-41.45,147.167,+10:00,Australia,Tasmania
15999,Penguin,-41.117,146.067,+10:00,Australia,Tasmania
6025,Strahan,-42.15,145.333,+10:00,Australia,Tasmania
15650,Wynyard,-41,145.717,+10:00,Australia,Tasmania
42045,Zeehan,-41.883,145.333,+10:00,Australia,Tasmania
44242,Abbeywood,-26.1069,151.629,+10:00,Australia,Queensland
44243,Abbotsford,-24.8437,152.025,+10:00,Australia,Queensland
47544,ABINGDON DOWNS,-17.8697,143.703,+10:00,Australia,Queensland
44244,Abington,-25.2032,152.329,+10:00,Australia,Queensland
44245,Acacia Ridge,-27.5896,153.028,+10:00,Australia,Queensland
44246,Acland,-27.3037,151.691,+10:00,Australia,Queensland
44247,Adare,-27.5119,152.296,+10:00,Australia,Queensland
44248,Advancetown,-28.0331,153.28,+10:00,Australia,Queensland
47521,AEROGLEN,-16.8834,145.747,+10:00,Australia,Queensland
44249,Agnes Water,-24.2125,151.903,+10:00,Australia,Queensland
44250,Airlie Beach,-20.2679,148.716,+10:00,Australia,Queensland
47461,AITKENVALE,-19.2953,146.767,+10:00,Australia,Queensland
44251,Albany Creek,-27.3455,152.968,+10:00,Australia,Queensland
44252,Alderley,-27.4244,153.001,+10:00,Australia,Queensland
44253,Aldershot,-25.4666,152.657,+10:00,Australia,Queensland
44254,Aldoga,-23.8353,151.071,+10:00,Australia,Queensland
44255,Alexandra,-21.1645,149.1,+10:00,Australia,Queensland
44256,Alexandra Headland,-26.6706,153.108,+10:00,Australia,Queensland
44257,Alexandra Hills,-27.5228,153.22,+10:00,Australia,Queensland
44258,Algester,-27.6113,153.034,+10:00,Australia,Queensland
44259,Alice Creek,-26.76,151.632,+10:00,Australia,Queensland
44260,Allan,-28.1956,151.95,+10:00,Australia,Queensland
44261,Allenstown,-23.3889,150.503,+10:00,Australia,Queensland
44262,Alligator Creek,-21.3239,149.211,+10:00,Australia,Queensland
44263,Allora,-28.0358,151.983,+10:00,Australia,Queensland
44264,Alloway,-24.9524,152.362,+10:00,Australia,Queensland
47545,ALMADEN,-17.3409,144.676,+10:00,Australia,Queensland
47546,ALOOMBA,-17.1279,145.824,+10:00,Australia,Queensland
44265,Alpha,-23.6497,146.641,+10:00,Australia,Queensland
44266,Amamoor,-26.3452,152.675,+10:00,Australia,Queensland
44267,Amamoor Creek,-26.3595,152.563,+10:00,Australia,Queensland
47547,AMBER,-17.7189,144.316,+10:00,Australia,Queensland
44268,Amberley,-27.6404,152.702,+10:00,Australia,Queensland
44269,Amby,-26.5492,148.187,+10:00,Australia,Queensland
44270,Amiens,-28.5836,151.801,+10:00,Australia,Queensland
44271,Amity,-27.3979,153.439,+10:00,Australia,Queensland
44272,Amity Point,-27.3965,153.44,+10:00,Australia,Queensland
44273,Andergrove,-21.0969,149.185,+10:00,Australia,Queensland
44274,Anderleigh,-25.9984,152.674,+10:00,Australia,Queensland
44275,Anduramba,-27.1346,152.086,+10:00,Australia,Queensland
47462,ANNANDALE,-19.3096,146.787,+10:00,Australia,Queensland
44276,Annerley,-27.5116,153.032,+10:00,Australia,Queensland
44277,Anstead,-27.5456,152.872,+10:00,Australia,Queensland
44278,Anthony,-27.8782,152.684,+10:00,Australia,Queensland
44279,Antigua,-25.6382,152.603,+10:00,Australia,Queensland
44280,Apple Tree Creek,-25.2152,152.234,+10:00,Australia,Queensland
44281,Applethorpe,-28.6139,151.955,+10:00,Australia,Queensland
44282,Araluen,-26.1595,152.668,+10:00,Australia,Queensland
44283,Aramac,-22.9722,145.245,+10:00,Australia,Queensland
44284,Aramara,-25.6113,152.326,+10:00,Australia,Queensland
44285,Arana Hills,-27.3975,152.96,+10:00,Australia,Queensland
44286,Aratula,-27.9815,152.549,+10:00,Australia,Queensland
47548,ARBOUIN,-17.1875,144.132,+10:00,Australia,Queensland
47549,ARCHER RIVER,-13.0345,142.523,+10:00,Australia,Queensland
44287,Archerfield,-27.5684,153.024,+10:00,Australia,Queensland
44288,Armstrong Beach,-21.4549,149.29,+10:00,Australia,Queensland
44289,Armstrong Creek,-27.2256,152.798,+10:00,Australia,Queensland
47746,ARRIGA,-17.1157,145.283,+10:00,Australia,Queensland
44290,Arundel,-27.9397,153.373,+10:00,Australia,Queensland
44291,Ascot,-27.4303,153.059,+10:00,Australia,Queensland
44292,Ashgrove,-27.4456,152.992,+10:00,Australia,Queensland
44293,Ashgrove West,-27.4493,152.979,+10:00,Australia,Queensland
44294,Ashmore,-27.9864,153.382,+10:00,Australia,Queensland
44295,Ashmore City,-27.9774,153.381,+10:00,Australia,Queensland
44296,Ashwell,-27.6285,152.56,+10:00,Australia,Queensland
44297,Aspley,-27.3639,153.016,+10:00,Australia,Queensland
47757,ATHERTON,-17.2683,145.475,+10:00,Australia,Queensland
44298,Athol,-27.6154,151.775,+10:00,Australia,Queensland
44299,Atkinsons Dam,-27.421,152.456,+10:00,Australia,Queensland
44300,Aubigny,-27.5222,151.642,+10:00,Australia,Queensland
44301,Auchenflower,-27.4755,152.993,+10:00,Australia,Queensland
44302,Augathella,-25.7947,146.587,+10:00,Australia,Queensland
44303,Augustine Heights,-27.6691,152.894,+10:00,Australia,Queensland
47550,AURUKUN,-13.3559,141.727,+10:00,Australia,Queensland
44304,Austinville,-28.1358,153.317,+10:00,Australia,Queensland
44305,Avenell Heights,-24.8905,152.374,+10:00,Australia,Queensland
44306,Avoca,-24.8818,152.313,+10:00,Australia,Queensland
44307,Avoca Vale,-26.7558,152.236,+10:00,Australia,Queensland
44308,Avondale,-24.7414,152.161,+10:00,Australia,Queensland
44309,Ayr,-19.5761,147.405,+10:00,Australia,Queensland
47506,BABINDA,-17.3449,145.925,+10:00,Australia,Queensland
44310,Back Plains,-27.8944,151.8,+10:00,Australia,Queensland
47706,BADU ISLAND,-10.1201,142.139,+10:00,Australia,Queensland
44311,Baffle West,-25.7245,148.672,+10:00,Australia,Queensland
44312,Bahrs Scrub,-27.7391,153.167,+10:00,Australia,Queensland
44313,Bakers Bend,-26.6472,146.177,+10:00,Australia,Queensland
44314,Bakers Creek,-21.219,149.147,+10:00,Australia,Queensland
44315,Baking Board,-26.7068,150.545,+10:00,Australia,Queensland
44316,Balberra,-21.3064,149.12,+10:00,Australia,Queensland
44317,Bald Hills,-27.3062,153.013,+10:00,Australia,Queensland
44318,Bald Knob,-26.776,152.893,+10:00,Australia,Queensland
44319,Balgowan,-27.2479,151.695,+10:00,Australia,Queensland
44320,Ballandean,-28.799,151.842,+10:00,Australia,Queensland
44321,Ballard,-27.4896,151.967,+10:00,Australia,Queensland
44322,Ballaroo,-27.1163,148.617,+10:00,Australia,Queensland
44323,Ballogie,-26.3565,151.535,+10:00,Australia,Queensland
44324,Balmoral,-27.4557,153.067,+10:00,Australia,Queensland
44325,Balmoral Ridge,-26.7403,152.896,+10:00,Australia,Queensland
44326,Balnagowan,-21.1176,149.023,+10:00,Australia,Queensland
47723,BAMAGA,-10.8906,142.393,+10:00,Australia,Queensland
47666,BAMBOO,-16.3773,145.387,+10:00,Australia,Queensland
44327,Banana,-24.4702,150.128,+10:00,Australia,Queensland
44328,Banks Creek,-27.4241,152.706,+10:00,Australia,Queensland
44329,Banks Pocket,-26.1529,152.672,+10:00,Australia,Queensland
44330,Banksia Beach,-27.0452,153.141,+10:00,Australia,Queensland
44331,Bannockburn,-27.7539,153.192,+10:00,Australia,Queensland
44332,Banyo,-27.3758,153.076,+10:00,Australia,Queensland
44333,Bapaume,-28.5664,151.829,+10:00,Australia,Queensland
44334,Baralaba,-24.1811,149.811,+10:00,Australia,Queensland
44335,Barambah,-26.3252,152.167,+10:00,Australia,Queensland
44336,Barcaldine,-23.552,145.289,+10:00,Australia,Queensland
44337,Bardon,-27.4635,152.98,+10:00,Australia,Queensland
44338,Bargara,-24.8149,152.463,+10:00,Australia,Queensland
44339,Barker Creek Flat,-26.6482,151.946,+10:00,Australia,Queensland
44340,Barlil,-26.2045,151.886,+10:00,Australia,Queensland
44341,Barney Point,-23.8568,151.271,+10:00,Australia,Queensland
44342,Barney View,-28.2609,152.781,+10:00,Australia,Queensland
44343,Barramornie,-27.0133,150.061,+10:00,Australia,Queensland
47645,BARRINE,-17.232,145.621,+10:00,Australia,Queensland
47734,BARRON,-16.8739,145.698,+10:00,Australia,Queensland
47522,BARRON GORGE,-16.8676,145.675,+10:00,Australia,Queensland
47646,BARWIDGI,-17.6477,144.64,+10:00,Australia,Queensland
47551,BASILISK,-17.6602,145.992,+10:00,Australia,Queensland
44344,Basin Pocket,-27.6011,152.773,+10:00,Australia,Queensland
44345,Battery Hill,-26.7776,153.135,+10:00,Australia,Queensland
44346,Bauple,-25.8132,152.618,+10:00,Australia,Queensland
44347,Bauple Forest,-25.878,152.655,+10:00,Australia,Queensland
44348,Bayrick,-25.4791,146.012,+10:00,Australia,Queensland
47513,BAYVIEW HEIGHTS,-16.9583,145.732,+10:00,Australia,Queensland
47477,BEACH HOLM,-19.2337,146.654,+10:00,Australia,Queensland
44349,Beachmere,-27.1291,153.052,+10:00,Australia,Queensland
44350,Beaconsfield,-21.0923,149.175,+10:00,Australia,Queensland
47775,BEATRICE,-17.5421,145.606,+10:00,Australia,Queensland
44351,Beaudesert,-27.9863,152.996,+10:00,Australia,Queensland
44352,Beaver Rock,-25.5098,152.804,+10:00,Australia,Queensland
44353,Beebo,-28.7227,150.967,+10:00,Australia,Queensland
44354,Beecher,-23.8956,151.204,+10:00,Australia,Queensland
44355,Beechmont,-28.1258,153.188,+10:00,Australia,Queensland
44356,Beelbi Creek,-25.2926,152.627,+10:00,Australia,Queensland
44357,Beenaam Valley,-26.1918,152.819,+10:00,Australia,Queensland
44358,Beenleigh,-27.7162,153.202,+10:00,Australia,Queensland
44359,Beerburrum,-26.9526,152.964,+10:00,Australia,Queensland
44360,Beerwah,-26.857,152.957,+10:00,Australia,Queensland
44361,Begonia,-27.5052,148.316,+10:00,Australia,Queensland
44362,Beilba,-25.5308,148.771,+10:00,Australia,Queensland
47435,BELGIAN GARDENS,-19.2453,146.799,+10:00,Australia,Queensland
44363,Belivah,-27.7573,153.186,+10:00,Australia,Queensland
44364,Bell,-26.9325,151.449,+10:00,Australia,Queensland
44365,Bella Creek,-26.4787,152.566,+10:00,Australia,Queensland
44366,Bellara,-27.0631,153.153,+10:00,Australia,Queensland
44367,Bellbird Park,-27.6372,152.883,+10:00,Australia,Queensland
44368,Bellbowrie,-27.562,152.887,+10:00,Australia,Queensland
47552,BELLENDEN KER,-17.2715,145.92,+10:00,Australia,Queensland
47553,BELLEVUE,-16.6426,144.268,+10:00,Australia,Queensland
44369,Belli Park,-26.4752,152.796,+10:00,Australia,Queensland
44370,Bellmere,-27.0892,152.927,+10:00,Australia,Queensland
44371,Bells Bridge,-26.1246,152.574,+10:00,Australia,Queensland
44372,Bellthorpe,-26.848,152.715,+10:00,Australia,Queensland
44373,Belmont,-27.505,153.131,+10:00,Australia,Queensland
44374,Benair,-26.647,151.707,+10:00,Australia,Queensland
44375,Benarkin,-26.8871,152.138,+10:00,Australia,Queensland
44376,Benarkin North,-26.8572,152.15,+10:00,Australia,Queensland
44377,Benobble,-27.9951,153.162,+10:00,Australia,Queensland
44378,Benowa,-28.0058,153.387,+10:00,Australia,Queensland
47517,BENTLEY PARK,-17.0094,145.735,+10:00,Australia,Queensland
44379,Berajondo,-24.6167,151.846,+10:00,Australia,Queensland
44380,Berat,-28.0462,152.056,+10:00,Australia,Queensland
44381,Bergen,-27.257,151.905,+10:00,Australia,Queensland
44382,Berserker,-23.3628,150.523,+10:00,Australia,Queensland
44383,Bethania,-27.6944,153.156,+10:00,Australia,Queensland
47747,BIBOOHRA,-16.9147,145.418,+10:00,Australia,Queensland
44384,Biddaddaba,-27.9867,153.111,+10:00,Australia,Queensland
44385,Biddeston,-27.5581,151.734,+10:00,Australia,Queensland
44386,Bidwill,-25.5844,152.72,+10:00,Australia,Queensland
44387,Biggenden,-25.511,152.046,+10:00,Australia,Queensland
44388,Biggera Waters,-27.9342,153.4,+10:00,Australia,Queensland
44389,Bilinga,-28.1599,153.51,+10:00,Australia,Queensland
44390,Billa Billa,-28.1452,150.288,+10:00,Australia,Queensland
44391,Biloela,-24.4013,150.511,+10:00,Australia,Queensland
44392,Binna Burra,-28.1974,153.187,+10:00,Australia,Queensland
6001,Birdsville,-25.9,139.367,+10:00,Australia,Queensland
44393,Birkdale,-27.4984,153.207,+10:00,Australia,Queensland
44394,Birnam,-27.489,151.922,+10:00,Australia,Queensland
44395,Birtinya,-26.7455,153.117,+10:00,Australia,Queensland
44396,Black Duck Creek,-27.8983,152.212,+10:00,Australia,Queensland
44397,Black Mountain,-26.4188,152.854,+10:00,Australia,Queensland
44398,Black Snake,-26.225,152.269,+10:00,Australia,Queensland
44399,Blackall,-24.4246,145.466,+10:00,Australia,Queensland
47554,BLACKBULL,-17.97,141.479,+10:00,Australia,Queensland
44400,Blackbutt,-26.8852,152.101,+10:00,Australia,Queensland
44401,Blackbutt North,-26.8643,152.113,+10:00,Australia,Queensland
44402,Blackbutt South,-26.9001,152.099,+10:00,Australia,Queensland
44403,Blacks Beach,-21.0591,149.193,+10:00,Australia,Queensland
44404,Blacksoil,-27.5771,152.707,+10:00,Australia,Queensland
44405,Blackstone,-27.629,152.796,+10:00,Australia,Queensland
44406,Blackwater,-23.5857,148.88,+10:00,Australia,Queensland
44407,Blanchview,-27.5696,152.038,+10:00,Australia,Queensland
44408,Blantyre,-27.9076,152.681,+10:00,Australia,Queensland
44409,Blaxland,-27.1924,151.397,+10:00,Australia,Queensland
44410,Blenheim,-27.6537,152.327,+10:00,Australia,Queensland
44411,Bli Bli,-26.6223,153.042,+10:00,Australia,Queensland
47798,BLOOMFIELD,-16.0047,145.215,+10:00,Australia,Queensland
44412,Bloomsbury,-20.7053,148.596,+10:00,Australia,Queensland
3368,Blue Mountain,-21.583,149.033,+10:00,Australia,Queensland
44413,Blue Mountain Heights,-27.5052,151.956,+10:00,Australia,Queensland
44414,Blythdale,-26.5802,148.959,+10:00,Australia,Queensland
44415,Bollier,-26.4368,152.733,+10:00,Australia,Queensland
44416,Bollon,-28.0315,147.478,+10:00,Australia,Queensland
47555,BOLWARRA,-17.3764,144.194,+10:00,Australia,Queensland
47556,BOMBEETA,-17.6864,145.959,+10:00,Australia,Queensland
44417,Bongaree,-27.0875,153.162,+10:00,Australia,Queensland
44418,Bongeen,-27.5677,151.447,+10:00,Australia,Queensland
47667,BONNIE DOON,-16.4778,145.398,+10:00,Australia,Queensland
44419,Bonogin,-28.1383,153.342,+10:00,Australia,Queensland
44420,Bony Mountain,-28.1333,151.835,+10:00,Australia,Queensland
44421,Boodua,-27.3715,151.814,+10:00,Australia,Queensland
47557,BOOGAN,-17.6091,146.032,+10:00,Australia,Queensland
44422,Booie,-26.4984,151.935,+10:00,Australia,Queensland
44423,Boonah,-27.9972,152.681,+10:00,Australia,Queensland
44424,Boonara,-26.0915,152.057,+10:00,Australia,Queensland
44425,Boonarga,-26.7975,150.719,+10:00,Australia,Queensland
44426,Boondall,-27.3487,153.06,+10:00,Australia,Queensland
44427,Boondandilla,-27.8946,150.597,+10:00,Australia,Queensland
44428,Boondooma,-26.2947,151.261,+10:00,Australia,Queensland
44429,Boonooroo,-25.6676,152.895,+10:00,Australia,Queensland
44430,Boonooroo Plains,-25.5614,152.745,+10:00,Australia,Queensland
44431,Booral,-25.3527,152.891,+10:00,Australia,Queensland
44432,Booubyjan,-25.9376,151.97,+10:00,Australia,Queensland
44433,Booval Fair,-27.6157,152.79,+10:00,Australia,Queensland
44434,Borallon,-27.4975,152.703,+10:00,Australia,Queensland
44435,Boreen Point,-26.2862,152.994,+10:00,Australia,Queensland
44436,Boronia Heights,-27.6906,153.022,+10:00,Australia,Queensland
44437,Bororen,-24.2432,151.496,+10:00,Australia,Queensland
6002,Boulia,-22.9,139.9,+10:00,Australia,Queensland
6003,Bowen,-20.017,148.233,+10:00,Australia,Queensland
44438,Bowen Hills,-27.4442,153.038,+10:00,Australia,Queensland
44439,Bowenville,-27.3058,151.491,+10:00,Australia,Queensland
44440,Boyland,-27.943,153.133,+10:00,Australia,Queensland
44441,Boyne Island,-23.9478,151.355,+10:00,Australia,Queensland
44442,Boynedale,-24.2151,151.248,+10:00,Australia,Queensland
44443,Bracalba,-27.0111,152.841,+10:00,Australia,Queensland
44444,Bracken Ridge,-27.3275,153.026,+10:00,Australia,Queensland
44445,Braemore,-27.0487,152.389,+10:00,Australia,Queensland
47558,BRAMSTON BEACH,-17.354,146.024,+10:00,Australia,Queensland
44446,Branchview,-27.6111,151.336,+10:00,Australia,Queensland
47432,BRANDON,-19.5543,147.354,+10:00,Australia,Queensland
44447,Brassall,-27.5946,152.746,+10:00,Australia,Queensland
44448,Bray Park,-27.2928,152.962,+10:00,Australia,Queensland
44449,Brendale,-27.3183,152.988,+10:00,Australia,Queensland
44450,Bridgeman Downs,-27.355,152.994,+10:00,Australia,Queensland
44451,Brigalow,-26.8439,150.791,+10:00,Australia,Queensland
44452,Brighton,-27.3053,153.063,+10:00,Australia,Queensland
44453,Brighton Eventide,-27.2895,153.064,+10:00,Australia,Queensland
44454,Brighton Nathan Street,-27.3035,153.054,+10:00,Australia,Queensland
44455,Brightview,-27.4991,152.497,+10:00,Australia,Queensland
44456,Brigooda,-26.2455,151.433,+10:00,Australia,Queensland
44457,Bringalily,-28.0568,151.16,+10:00,Australia,Queensland
47523,BRINSMEAD,-16.9034,145.713,+10:00,Australia,Queensland
1268,Brisbane,-27.4683,153.024,+10:00,Australia,Queensland
44458,Brisbane Adelaide Street,-27.4665,153.027,+10:00,Australia,Queensland
44459,Brisbane Market,-27.5342,152.999,+10:00,Australia,Queensland
44460,Broadbeach,-28.0294,153.431,+10:00,Australia,Queensland
44461,Broadbeach Waters,-28.0246,153.411,+10:00,Australia,Queensland
44462,Broadmere,-25.4947,149.525,+10:00,Australia,Queensland
